jooq.advertisement.transcription,jooq.advertisement.id
"ONE HUNDRED DOLLARS Reward. RUN-AWAY from Martin Wyckoff, in Reading township, Somerset county, New Jersey, a negro boy named WILL, about five feet high, between 15 and 16 years of age. Said negro boy left his master's house under pretence of going to Jacob Wyckoffs, in Mendham, Morris County. He had on when he went away, a linsey woolsey waistcoat, a white under flannel ditto, flannel shirt, buckskin breeches, good shoes, black stockings, and a round hat with yellow binding round the crown. He likewise took with him, a red waistcoat, and a large brown linsey woolsey coat. Whoever takes up said negro, and returns him to either of the subscribers, shall have the above reward, and all reasonable charges, paid by MARTIN WYCKOFF, or JACOB WYCKOFF.",6b6b562d-dc40-45ff-bc67-d65ba35082be
"Ran Away from the subscriber, living in Trenton Ferry, a Negroe Boy named Jack, between 15 and 16 years old, yellowish complexion and slim built, late the property of General Philemon Dickinson: Had on an old felt hat, small in the rim, tow shirt and long pair of trousers. Whoever secures said boy in any gaol in the state shall have eight dollars reward and reasonable charges paid by me Patrick Colvin, September 4, 1781.",6c0e9419-f1ab-4032-a1d9-151892e04ef3
"RUN away, a likely Mulatto Wench, called PAMELIA, 18 years old, about five feet three inches high, stout and well made, had on when she went away, a short purple callicoe gown and pink petticoat. Whoever apprehends and will conduct her to the subscriber in Dutch-Street shall be grately rewarded. All persons are cautioned from harbouring or carrying her off the Island. ELIZABETH EVANS. New York, 26th June, 1781.",6c27dbf7-2cba-4fc8-92b6-be390fa68cb9
"Run away on Wednesday the 26th of September last, from Captain Thomas Davies of the City of New-York, a mulatto wench named Fanny, with her young child about 8 months old, the said Wench is pretty tall and had on when she went away a red and white striped Cotten Gown, a striped blue and white Petticoat, and a Cap without any Border: Whoever takes up the said Wench and brings her to the said Thomas Davies at the sign of the Harlequin at the Whitehall Slip, shall have Twenty Shillings reward and all reasonable charges paid by Thomas Davies. October 1, 1759.",6cb67f5a-1df9-4f32-aa58-dc483c08e078
"Fifty Dollars Reward. 
Ran Away from the describer, living in Franklin county, North-Carolina, on the 12th of January, 1817, a negro man named Randol, about 26 or 27th years of age, between 5 and 6 feet high, rather yellow complected; appears humble when spoken to; it is expected he has some marks of shot about his hips, thighs, neck and face, as he has been shot at several times. - His wife belongs to a Mr. Henry Bridges, formerly of this county, who started with her about the 14th instant, to South-Carolina, Georgia, or Tennessee. It is supposed he will attempt to follow her. This is to caution all persons from harboring or trading for said negro. All masters of vessels are forbid having any thing to do with him at the penalty of the law. The above reward and all reasonable charges will be paid to any person who will secure said negro, so so that I get him.                                        Wood Tucker. 
December 23, 1817. 
N.B. Any person apprehending the above negro, will inform me by letter, directed to Ransom's bridge, N.C.
The Editors of the Telescope, S. Carolina; the Whig, Nashville, Ten. and Reflector, Milledgeville, will insert this advertisement sir times, and forward their bills as above. ",6d57958c-6ce1-43b8-a65b-a62d072cb0b8
"RAN-Away a few days ago, a little Negro Boy, had on a blue coat with red cuffs and collar, a pair of fustian trowsers, with buttons all down the sides; he has got marks on the fingers of his left hand like a burn. All Masters of vessels and others, are warned against keeping said Negro, any information of said Boy, will be thankfully received, and all reasonable charges paid. Enquire of Mr. Rivington. New-York August 15, 1783.",6d57ea76-2503-44e0-b6d2-56d9316d5bff
"TEN DOLLARS Reward. RUN away, the 16th instant, a Negro man named LOUI, about 20 years of age, 5 feet 8 inches high, strait made, a gruff look, and speaks like the West India Negroes, appears a civil innocent fellow when spoken to, wears a short blue coat lapelled, with yellow metal buttons, white waistcoat and breeches, or white flannel trowsers, good shoes and stockings, white shirt and a black silk stock, and commonly wears a white cap bound with red on his head; came lately from St. Vincents with the 6th regiment. Whoever delivers him to the printer, or gives information where he may be got again, shall receive the above reward and charges paid. N. B. Any person harbouring or employing said Negro, will be prosecuted, and a reward of TEN GUINEAS paid to the person that makes a discovery of his being taken out of the country.",6d7f2295-39f1-4dd1-9e8a-3da07838ad06
"Woodbridge, in East-Jersey, April 1, 1774. FIVE DOLLARS Reward. RUN away on the 22nd day of March, at night, from the subscriber, living in the township of Woodbridge, in East-Jersey, a servant man, name JACK, about five feet seven inches high, Indian look, bushy hair, about thirty-two years of age, and can read; he has lost his upper foreteeth, and is to be seen on his left hand, a bruise done formerly by a stone: Had on when he went away, a linsey woolsey jacket and breeches, both grey coloured and much worn, black horn buttons on the jacket, and pewter buttons on his breeches, of different sorts, a striped outer jacket, with strings in his shoes. He may pretend himself a freeman, but he is a proper slave born in this province, has often runaway by drinking too much, and other misdemeanors. Whoever takes up the said servant so that his mastermay have him again, shall receive the above reward, and reasonable charges paid, by me ISAAC TAPPEN. N.B. The abovementioned servant was seen to go through Baskinridge the 24th of March.",6def0b38-6e7c-49e1-835f-3e80f82000c0
"RUN away on Sunday the 29th of April, a NEGRO BOY, named TOM, the property of Doctor Donald M'Lean, No. 20[ ], six doors from the Coffee-House, he is a stout well made fellow, speaks tolerable good English, had on when he went away, a Brown Cotton Jacket, a Black Velvet Jockey Cap, Blue Breeches, Shoes and Stockings; he may probably change his name and dress--Whoever brings the said Negro to his Master, will be well rewarded. All Masters of Transports, Privateers, and Merchantmen, are strictly forbid to harbour the said Negro.",6df02a57-5688-4dca-81b1-0004139c9ff8
"LODGED in the jail of Stewart county, Tennessee, on the 16th day of June 1843, a negro who calls himself Sam, but says his proper name is Bill, and is about 24 or 25 years of age he is upwards of six feet high, not very black, but rather a copper color, had on an old cloth coat, a pair of jeans pants and an old hat. he says he belongs to a man living in Rutherford county, Tennessee, by the name of William Lock.
WM. COOK, Jailor
June 23, 1843",6e6ec32a-ac18-4975-8073-a93bc98458d8
"HORSES AND NEGRO LOST.
Strayed from 92 Custom House Street, early in December last, two Mares, one a brown, with long mane and tail, about 14 hands high, more than 12 years old; the other a blood bay, with short nicked tail, near 15 hands high, 4 years old; both remarkably gay, and fast trotters, with no white marks upon either.
Also, late in December, a tell slender Negro woman, named HANNAH, about 40 years of age, with but one eye. One half the value of the negro will be given to any person who will return the horses; or one-half the negro will be given to the Orphan Assylum, upon her being reclaimed for the owner.
The Lafayette Gazette will publish the above 4 weeks, and send the account to 92 for payment.",6e84a1d1-bbca-4794-aa31-e7c72e971a7d
"5 DOLLARS REWARD
Runaway from the subscriber, on the 21st last. his Negro Man CHARLIE--about 5 feet 10 inches high,    made, and about 24 years old -- a stone cutter; has been a butcher, and is well known among the butchers. Supposed to be between the     and the 4 mile house. --The slave reward will be given to any person, who will deliver him to me,    of Church and Market-sts. or     in the work-house.
May 20    JAMES HOWE",6e8aabb6-b0f4-48be-99dd-e3ac95ecc3e0
"Run Away, 
From the subscriber, in Wikes county, 
Geogia, in December, 1818, a negro 
man, by the name of JESS. forty-two or 
three years old, five feet eight or ten inches 
high; his complexion a little yellow, and 
has a small win or lump on his forehead. 
He is a good waggoner, and plays the fiddle.
 I am apprehensive he was conducted 
off by a man calling himself KILE. I will 
give one hundred dollars reward for information 
so that I get him again, 
WILLIAM KILGORE. 
June 291am3m",6eddfc01-98f5-4f44-8f62-6007ac5ac222
"RAN-away on Wednesday the 18th Instant, from JOSEPH ANTHONY, of Courtland's Manor, a Negro Man, named, JACK; is very black, has no front upper Teeth, and talks good English. Had on when he went away, a Soldier's old red Jacket, check Shirt, an old Pair of Buckskin Breeches, with Ozenbrig Petticoat Trowsers over them. He is supposed to be gone to the House of Mr. John Coombs, at Jamaica, on Long-Island; or otherwise to Mr. Palmer's, at Whiteplains, Westchester County, from each of whom he has been sold. Captains of Vessels are desired to be careful in not carrying him away; and Ferrymen forbid to carry him across Ferries; as they must answer the Damages. Whoever takes up and secures the said Negro, so that his Master may have him again, shall have FORTY SHILLINGS Reward, and reasonable Charges paid by JOSEPH ANTHONY.",6f40e478-83a9-4178-b1e5-1880891863a8
"FIVE DOLLARS REWARD.
Ranaway, on the night of the 14th inst.
ABRAHAM, a Negro Man, about 21
years of age, 5 feet 6 inches high, large
eyes, his hair combed very high in front,
and small whiskers; dress a round dark
grey jacket, white waistcoat, and dart
bottle green pataloons. The above re-
ward will be be paid for his delivery to the
master of the work house, or the subscriber. Mas-
ters of vessels are hereby cautioned against employing 
or taking said Negro out of the State, as the law in
that case will be rigidly enforced.
WM. BEE, 52 Meeting st.
April 24",6f883f24-a4fd-4f68-8ed5-75740e0c44c1
"$50 REWARD.
The above reward will be paid for the apprehension of the slave JOHN, who absconded from my yard on the 11th of June last.  John is about 4 feet 5 or 6 inches high; 12 or 14 years of age; very black, stout and thick-set; has rather a stoop when he is walking: speaks only the English language, and has a smile on his ace when spoken too, and a downcast look. The above reward will be paid for the delivery of the boy at No. 5 Front Levee, or $25 if he is lodged in any jail out of this state so as I can get him. All persons are warned against employing or harboring him under the penalty of the law.
july 28 5t    J BOGART, 5 Front Levee
The Louisville Journal and Cincinnati News will publish the above 3 weeks ad forward accounts to this office for collection.
",6fd4bfb3-2d7e-4e37-9a67-28468e53b0b6
"A FREE MAN who calls himself, HENRY FIELDS, has stolen from the subscriber living near Salem, Franklin county, a Negro woman name MARIA. The negro man is a low  heavy set fellow, tolerably black, about 5 feet 6 inches high. He has a certificate from Col. Micah Tasi, that he is a free man. The girl is of yellow complexion, spare built, about 5 feet high; as I now recollect she has a scar from a burn on one of her cheeks, but not recollected which; she is 18 or 19 years of age. It is a thought that they will make for Kentucky, and from there to a free State. I will give $25 for the apprehension of the girl, and $25 for the boy, if confined in any Jail so that I can get them. The boy has with him a Fiddle. He stole a Grey Mare from Wm. Devin, near Winchester. WM. WOODS.
August 3d, 1840--w6t.",7023892c-deff-4197-8d7d-7b5524bb2d50
"ONE HUNDRED DOLLARS REWARD
Ran away from my plantation, in Lafourche Interior, in February last, a mulatto boy named VALENTINE, 20 years old, 5 feet 10 inches high, rather slender, has a fine suit of hair and good teeth, good address, a little timid when spoken to; has been on steamboats, as cabin boy; he will try to pass himself as free. He was purchased from Thos T. Bolling, of Mobile, in November last. I will give the above reward for his apprehension and lodgment in any jail so that I get him.
JOS. S. WILLIAMS.
New Orleans, August 31, 1854. s4--3m
Mobile Advertiser copy and send bill to this office.",70992248-a4af-460b-89c5-e875acd9f843
"ARGYLE, October 15, 1774. Run-away from the subscriber, A Negro Man named Gassee, ABOUT twentyý six years old, five feet six inches high; had on a dark brown jacket, blue frize trowsers, new shoes, and a white shirt; he also took with him, a striped linen shirt, and wore a felt hat. Any person that apprehends said Negro, and secures him, so as his master may have him again, shall receive the reward of TEN DOLLARS. and all reasonable charges paid by the subscriber, DUNCAN McARTHUR.",709a555a-8019-4de6-9268-5357e27c489e
"FIVE DOLLARS REWARD. RUN away, on Thursday the 16th instant, from the subscriber, a negro man named HARR, 16 or 17 years of age, about 5 feet 7 inches high, was formerly the property of Jacob Van Wincle of Acquacanock; had on, when he went off, a check shirt, osnabrug trousers, olive coloured short coat lined with striped homespun; has a smooth face, not very black, his wool lately cut, and his hat remarkable by the letters H H painted on the crown. He pretends to be free, but it is hoped he will find no encouragement from any Gentleman whatever. Any person in whose custody he is found after this notice may depend on being dealt with as they should be. Whoever delivers said negro at his Majesty' naval brewery on Long Island, or gives information so as he may be recovered, shall have the above reward, from ROBERT HARGRAVE.",70be3c5e-943c-4c64-8891-d507a792977f
"HORSES AND NEGRO LOST.
Strayed from 92 Custom House Street, early in December last, two Mares, one a brown, with long mane and tail, about 14 hands high, more than 12 years old; the other a blood bay, with short picked tail, near 15 hands high, 4 years old; both remarkably gay, and fast trotters, with no white marks upon either.
Also, late in December, a tall slender Negro woman, named HANNAH, about 40 years of age, with but one eye. One half the value of the negro will be given to any person who will return the horses: or one-half the negro will be given to the Orphan Assylum, upon her being reclaimed for the owner.
The Lafayette Gazette will publish the above 4 weeks, and send the account to 92 for payment.",71236b4a-7287-416b-846c-9f453a91af23
"TWENTY DOLLARS REWARD--For apprehending the runaway slave man CHARLEY, so that I get him. Charley is of black complexion, about 24 years old, of slender make, a creole of the city of New Orleans, some 5 feet 6 or 7 inches high, speaks French and broken English, and lately belonged to Mr. Onsalmier Gardier, who resides a few miles from the city. Al persons are forewarned against harboring or employing the said slave under the penalty of the law.
5t*   E. CRESWELL, 150 Common street
",71676fd9-b6c8-4a3f-866d-edf0c8bdc5a8
"$50 Reward!

Ranaway in the month of May last a negro man named HARRY, about 23 or 24 years of age, 5 feet 7 inches high; rather a full round face, not perfectly inclining to a dark copper color; small thin whiskers on his temples and a small scar on the upper part of one of his cheeks. He is known to to many in this city as having been formerly the coachman of Mr. J.B. Digges. He has changed his name, and passes himself off as a free man and has forged papers. He is now, or has been, employed on board of some one of the steamboats in port, as he was arrested on Tuesday afternoon, the 31st ult. on the levee, but made his escape from the gentleman who took him up, and he has been frequently seen within the last week about the steamboat landing. When last seen he had on a light blue or gray mixed cassinet jacket, pantaloons of the same, but of a lighter color, and a dark colored jocky cap fitting close to the crown of his head. He is a fellow of good address and appearance.

Captains of vessels and steamboats are cautioned against employing him or carrying him away, as no pains or expense will be spared in prosecuting to the utmost extent of the law. The above reward will be paid for said negro's apprehension and delivery in any jail within this state. Apply at No. 84 CANAL STREET.

jan2 4t*
",71800398-801c-4489-b3d5-6ae196e0a202
"RUNAWAY.--Was committed to the jail of Shenandoah county, Va., on Sunday, the 30th of September, a runaway slave, calling himself ISAAC MARTIN, about 5 feet 8 3-4 inches high--slender made--very dark complexion--about 23 years old--when spoken to, speaks very quick--has a long narrow scar across the breast--says he belongs to John Ryan, but does not know the county or State where he resides. He further states that Mr. Frank Carter, Mr. James Carter, Mr. Brown, and Mr. Wm. Lee are neighbors, and South Boston is the nearest town. It is four weeks since he left home. The ower of said slave is requested to come and prove property, pay the charges, and take him away, or he will be dealt with according to law.
CHRISTIAN MILLER, Jailer
Oct. 5, 1838.
January 17   74--w3m",71b3dbf0-503f-4675-adc2-93e7d6e36fcc
"RAN-AWAY from the subscriber at New-Brunswick, the 22d day of June last, a NEGRO MAN named CUFFE, about 24 years of age, five feet six or seven inches high; is a likely fellow, speaks good English, and walks nimbly; had on a light coloured coat and jacket, corduroy breeches, checked shirt, silver shoe and stock buckles. Whoever takes him up, and secures him in gaol, or brings him to his master, shall have one guinea reward, and all reasonable charges paid, by JOHN DUNHAM. New-Brunswick, July 8, 1783.",721df327-9b4f-40d7-bdee-95aae82829f5
"RUN away last Sunday afternoon, the 2d of July instant, a Negro man named CAIN, a stout able young fellow, about 5 feet 8 inches high, had on when he went away a brown short coat, with white metal buttons, a brown waistcoat and white breeches, a cock'd hat, a black silk handkerchief about his head, and has taken with him sundry other wearing apparel; he is about 26 years of age, is but lately from Charlestown, speaks tolerable good English, has a fore head, and has lately had the small-pox. Whoever will apprehend the said runaway, and give notice thereof to Capt. Norman Tolmey, in Cherry Street, shall have FIVE DOLLARS reward, and be allowed all reasonable charges.",72295107-cf74-4f80-bd3c-fbd5ce6add5f
"$15 REWARD,
ARE offered to any person who will bring back to the subscriber, no 14 Chartres street, the negro woman NANCY, accustomed to selling cakes; she has a very dark skin, large breasts, timid and down look; she was bought by the subscriber of mr. J. Erwin; it is presumed she is hiding herself near mr. Mornay's, where she has been accustomed to go. [jan 22 5t]   A. LACOUTURIER",72f0af1d-9367-49b1-9330-0a3d10ff50f0
"COMMITTED
To the Jail of Mobile County, by John F. Everitt, Esq., a Justice of the Peace in and for said county, a Negro Woman, who says her name is SARAH, and says she belongs to Howell Rose, of Montgomery county, The owner is hereby requested to come forward, prove property and pay charges, or she will be sold according to the statute in such cases and provided, to satisfy the same.
J. BATES, Jr.
Shff. M.C.
Sept 12--4thsf",7321b70d-8040-4725-bca0-3c8f33b0ec3d
"Run away from John Waddell the 6th Instant, a negro man named Charles, about 24 years old, a likely middle fine Fellow, talks good English, this Country born; he formerly belonged to Colonel Moore, is well known in town and in Harlaem, and was seen last Saturday night in Harlaem. Whoever takes up said negro and brings him to his master shall have Five Pounds reward paid by John Waddell. N.B. He reports that he is a free negro and has a Counterfeit pass or Certificate, in order to induce any Commander of a vessel to take him off.",73da1f8b-9a6f-4df4-9d59-85120e0c4e31
"RUNAWAY NEGROES.
WERE committed to the jail of Allegany county, during  the present month, three Negro Men of the following description, viz:
One who calls himself WILLIAM HAWKINS,
five feet four inches high, stout made--fat. Between eigteen and twenty years of age. He says he is from Calvert county, Maryland, and belongs to Mr James Frazie, living near Pig Point in said county. One who calls himself
CAESAR,
from twenty-five to thirty years old, five feet eight and a half inches high, slender made--jet black--one tooth out of the forepart of his mouth--upper jaw--pleasant countenance. He says he is from Monroe county, Tennessee, and belongs to a Mr Joseph Donohew, who purchased him from Mr John Colwell, living in the same county, and confesses that he is a slave for life. One who calls himself
JOHN VERRIER,
five feet two and a half inches high--weakly made--a little bald in front--lame in the right hand--and says he is about twenty-one years of age. He looks older, but has the appearance fo being sickly. Had on when committed blue chemise pantaloons, striped vest, cloth roundabout, coarse shoes, and an old hat. He says he is from Rockingham county, Virginia, and says he s free--that he last lived with Rodefor Bedcorn, a farmer living in said county, about four months.
And I hereby give notice to the owners of said slaves that unless they come forward, prove property, and pay charges before the expiration of the time prescribed by law, they will be discharged from my custody in accordance with the laws of Maryland.
L.O. HOLT, Sheriff",73df62df-2d0d-4b49-9f46-12d29a9567e8
"20 Dollars Reward For apprehending the Negro Fellow Adam formerly the property of Christopher Fuller, of St. Andrew's Parish, deceased. This fellow is well known in town, where it is believed he often frequents. Twenty dollars will be paid on lodging said fellow in the work-house. ",7401f27c-5e1b-403e-853f-e4516de232e6
"FIVE DOLLARS REWARD. Ranaway from the subscriber, a Mulatto Girl named ROSE; about seventeen years of age, five feet three inches in height, formerly belonging to Thomas Cochran. The above reward and all reasonable expenses, will be paid on her being delivered to the subscriber. GEORGE CRAMER 9
March 8 ",742be92e-9f30-4860-906f-2f4969cb6f0b
"STOP THE THIEF.

A FREE MAN who calls himself, HENRY FIELDS, has stolen from the subscriber living near Salem, Franklin country, a Negro woman name MARIA. The negro man is a low, heavy set fellow, tolerably black, about 5 feet 6 inches high. He has a certificate from Col. Micah Taul, that he is a free man. The girl is of yellow complexion, spare built, about 5 feet high; as I now recollect she has a scar from a burn on one of her cheeks, but not recollected which: she is 18 or 19 years of age. It is thought that they will make for Kentucky, and from there to a free State. I will give $25 for the apprehension of the girl, and $25 for the boy, if confined in and Jail so that I can get them. the boy has with him a Fiddle. He stole a Grey Mare from Wm. Devin, near Winchester.

WM. WOODS.
August 2d, 1840--w6t",74901c0a-8952-46f5-b7a6-0d58705f107e
"One Cent Reward.
Ranaway from the subscriber in the month of 
Feb. last, an indented apprentice to the Blacksmith's
Business, named SAMUEL ISAACS.  All
persons are forbidden harboring or trusting said boy
on my account. For the return or information where
he may be found, the above reward will be given, but 
no charges paid by the subscriber, in Beaufort, S. C.
J. M. TABER.
March 21 4",749653f7-570b-438a-bd53-9438bc4dbba3
"FOUR DOLLARS Reward. RUN-A WAY from Abraham Lawrence, of Flushing, on Long-Island, Queen's county, on the 18th of March, a negro man named OLIVER, (belonging to Samuel Smith, on the north side of Staten Island) but may have changed his name, as it is said he has called himself Jerry: He is about 22 years of age, 5 feet 7 or 8 inches high, has something of a yellow cast in his colour: Had on and took with him when he went away, two old blue coats, one long skirts, the other short, a striped jacket, a pair of old homespun breeches, a pair of stockings, one pair deep blue, the other grey, and an old beaver hat. It is thought he has money, and likely may have change his cloaths: He has been seen at Elizabeth-Town and in New-York, in company with Col. Morris's negro man named Jerry. Any person that secures said negro, so that his master may have him again, shall have the above reward, and all reasonable charges, paid by Samuel Smith, on the north side of Staten Island, Abraham Lawrence, at Flushing, Jonathan I. Dayton, at Elizabeth-Town Point, or Simon Hellers, at the White-Hall, in New-York. He is very still, having but few words to say to any body; his hair is something bushy, and it is thought he has got on board some boat or sloop belonging to the East or North River, or the Jersies. N.B. All masters of vessels, and others, are hereby forwamed from concealing or carrying off said negro at their peril.",74aff81b-d11e-4ca4-a892-d2b7399e4e61
"RUN AWAY from his master on the 11th instant, a Negro Boy called TOM, he is a stout well made Boy about 15 or 16 years of age, speaks tolerable good English; had on a brown thicksett jacket and osnaburg trowsers, an old round hat, shoes and stockings. Whoever will give information of the said run-away Negro will be thankfully rewarded, by DONALD M'LEAN, No. 6, near the Coffee House. N.B. Mr. M'Lean flatters himself that none of his friends in the navy or army will countenance the above Negro, and all masters of vessels are strictly forbid to harbour him upon any pretence.",764f4529-3838-4b60-9109-c9e1f7a686a9
"WAS committed in the Jail of Halifax county, (Va) on the 3d day of December 1838, a Negro man slave, as a runaway, calling himself BEN - says he is the property of George Reese, of Lowndes county, State of Alabama; that he was raised by Robert Scogins, of the county of Brunswick, Virginia and was carried to Alabama by Wood Jones and sold to Mr. Reese some five or six years ago. Ben appears to be about twenty years old, not very dark, rather inclined to be yellow, or of a ginger-cake complexion: he is well formed and proportioned, and may be called a likely fellow. He is about 5 feet 6 inches high; his clothing is much worn and dirty, that a description of them cannot be given. The owner is requested to come forward, prove his property, pay charges, &e, or Ben will be dealt with as the law directs. PHILIP HOWERTON n s
For Chas. T. Harris, Sherriff,
January 17  74-w6w",76745645-4410-407f-b508-02c44fcb1fd9
"There is in custody of William Nichols, Esq; High Sheriff of the County of Monmouth, a likely young Negroe man about 24 years old; he calls himself James, speaks little English and can given no account where he came from or who he belongs to. Any person that owns said Negro paying Charges may have him.",76bb7d83-eefb-41f9-b775-7a0ad2edf5e8
"$10 REWARD will be paid for the recovery of the black boy NARRY, about 22 years of age, who absconded about six weeks ago, from 120 Rampart street, and $10 for information of any person harboring or employing him. He had on when he left, a glazed cap, a blue winter coat, and cottonade pantaloons; speaks French and English. He has been seen at different times about Lafayette.          F26J2t
",77b169df-445b-471d-a87f-85f0719a4bb6
"RUN away, on Saturday night the 24th of June, from the subscriber, at Flushing on Long-Island, a Negro man named CATO, about 30 years old, much addicted to strong liquor, and when drunk, talks much; he is about five feet four inches high, had on when he went away, an old beaver hat, tow shirt and trowsers, and some woollen cloaths, with white yarn stockings. he is gone to New-York by water, in a small craft that rows with two oars, with a small square-sail, and was seen to land at New-York. Whoever takes up said Negro, and secures him so that his master may get him again, shall be entitled to TWENTY SHILLINGS Reward, and all reasonable charges paid by me, STEPHEN LAWRENCE.",77b6140e-9981-4344-ae4d-e1b0893fe2f9
"FIVE DOLLARS Reward. RUN-away from the Subscriber, on Wednesday last, a negro wench about seventeen years of age. Whoever will apprehend and secure her so that her master may get her again, shall be entitled to the above reward, and all reasonable charges paid, by applying to Gilliam Cornell, opposite to the Fly Market, or the subscriber, at New Town, Long-Island. ISAAC CORNELL. N.B. All masters of Vessels and others, are hereby warned not to harbour, conceal, or carry off the said wench, as they shall answer it at their peril. Oct. 11, 1783.",785c4292-55f5-4208-9c3c-0b4814ae8b6d
"STOP THE THIEF. A FREE MAN who calls himself, HENRY RIELDS, hasstolen from the subscriber living near Salem, Franklin county, a Negro woman name MARIA, The negro man is a low, heavy set fellow, tolerably black, about 5 feet 6 inches high. He has a certificate from Col. Micah Taul, that he is a free man. The girl is of yellow complexion, spare built, about 5 feet high; as I now recollect she has a scar from a burn on one of her cheeks, but not recollected which; she is 18 or 19 years of age. It is thought that they will make for Kentucky, and from there to a free State. I will give $25 for the apprehension of the girl, and $25 for the boy, if confined in any Jail so that I can get them. The boy has with him a Fiddle. He [illegible] a Grey Mare from Wm. Devin, near Wintester. WM. Woods
August 2d, 1840--[illegible]",78800971-754f-42c8-9e56-3a04d2777219
"TEN DOLLARS Reward. RUN-AW A Y from the subscriber, living in Morris county, New-Jersey, on Sunday night the 9th inst. a likely young negro wench named HAGER, about 20 years old: Had on when she went away, a black and white striped linsey woolsey short gown and pettycoat, with some other cloths which she took with her: She has stole some goods, and was under a warrant for stealing when she absented herself. Any person who takes up and secures her, so that she may be had again, shall have the above award of TEN DOLLARS, and all reasonable charges, paid by JACOB MORRELL. N.B. All persons are forbid to harbour or conceal her, as they may depend on being prosecuted to the utmost rigour of the law.",792c9032-c958-4708-87c8-e1a3cc39d768
"New-York, Dec. 24, 1781. RUN away, last night, from Capt. Henry Reeve, who this morning sailed for Charlestown, in his Majesty's service, a NEGRO MAN named CUFFEE, about 23 years of age, a well made fellow, a full black, with a remarkable long scar down the middle of his forehead, had on a blue coattee, fustian waistcoat, crimson plush breeches, shoes, and black and white striped stockings, he is an old transgressor, and eloped from his said master some time ago, and came to this city, called himself Jack, and reported that he was a free man; when apprehended by his master was about indenting himself to Mr. Thomas Cotton, Peruke Maker, at the New Slip. Whoever secures him in prison, or brings him to the subscriber, who is legally empowered to act for the said Capt. Reeve, shall receive a Guinea Reward, paid by me JOHN COX, No. 21, Wall Street.",795cc202-323c-47e9-877c-34d30483370d
"20 DOLLARS REWARD. 
Ranaway in Jan. Last, a Negro
Woman named JENNY. She is about 
25 years of age, 5 feet high, of a (unkown)
complexion ; supposed to be harbored in
the neighborhood of Mr. Hugh Rose, 
Christ Church Parish - formerly the pro- 
perty of Wm. Michen, deceased, and for 
several years has been living on MR. Rose's plantation
- no doubt frequently in Charleston. The above re-
ward will be paid to any person who will lodge her 
in the work-house in Charleston, or deliver her to the 
subscriber on santee, near lennd's Perry. 

SAMUEL PERDIAU. th5

May 15th",7996c7f5-2493-4761-b24e-f145b2ad153a
"Five Dollars Reward.

RANAWAY from the Subscriber's Farm, on Charleston Neck, her Negro Fellow named HUMPHREYS, lately purchased from a Mr. Shay, of this city--he is about 32 years of age, 5 feet 4 or 5 inches high; he is blind in one eye, and lame in the left knee.--He has lately been seen about South-Bay. Whoever will lodge the said fellow in the Work-House, or deliver him at the above place, shall receive the above reward.

MARTHA THEUS

N.B. All masters of vessels and others are cautioned against taking him out of the state, as the law will be rigorously enforced against any such offender.

May 28         [illegible] ",79bf1d8f-248d-4ea6-9698-14496335c0f0
"200 DOLLARS REWARD.
RANAWAY from the subscriber, on the 22d May, 3 NEGROES viz: ROBIN, a stout black fellow with thick broad feet, which turn out a little in walking, is marked with the whip, small beard, stutters a little when spoken to hastily and will look confused; 27 years of age, his shirts and pantaloons are of coarse cotton cloth, a black cotton cloth coat and waistcoat, home made shoes with saddle tacks on the edges, and black hat.
JOHN a very black fellow, of common size, and has a down look, and has not much to say, can read print, no marks recollected, his feet are rather slim, and shoes indifferent; he leans forward in walking, has a large beard, a little bowlegged, 27 years of age, his shirt and pantaloons are coarse cotton cloth, black hat somewhat worn, & a black cloth coat. 
BETSEY, a tall spare made girl, eighteen years of age, yellowish cast, is a wife of John, her clothes are of coarse cotton cloth, no marks recollected. The above negroes I have reason to believe are making for the State of Ohio, and will attempt to pass as free persons. I will give one hundred dollars for the apprehension of said negroes and confining so I can get them, and one hundred dollars more should they be in company with any white person who is aiding them in their escape, provided they are all secured in jail so that I get the slaves, and their conductor dealt with agreeable to the law. John and Betsey were purchased of E.H. Foster of Nashville, and will lurk about that place a few days in search of Betsey's mother.
MICAJAH THOMAS
June 27, 1825  tf


MICAJAH THOMAS.
May 21, 1825.             78 tf 
The Nashville Republican will insert the above until ordered to be discontinued, and forward their account to Mooresville for settlement. ",7a556197-a23e-4773-930e-0a4505963244
"FIVE DOLLARS Reward. RUN-away on Thursday night the 31st ult. from the subscriber, a negro man named TITE, about 40 years of age, about 5 feet 8 inches high, well shaped, a down-cast look, snuffs, smokes, and drinks immoderately when he can obtain liquor. Had on when he went off a flopped beaver hat, a brown or green double breasted jacket, check trowsers or black breeches. Whoever takes up and secures the said negro, shall have the above reward paid by the subscriber, at Mr. Ezekiel Ball's, near Springfield. JAMES STEWART.",7a97923f-05ac-4110-8561-a3e7b187f874
